md,GR
6369,22.419
6369.5,22.242
6370,22.415
6370.5,23.715
6371,26.141
6371.5,26.798
6372,26.525
6372.5,25.655
6373,25.504
6373.5,26.12
6374,26.78
6374.5,26.976
6375,25.66
6375.5,23.194
6376,22.04
6376.5,20.576
6377,21.129
6377.5,22.559
6378,24.99
6378.5,26.684
6379,26.392
6379.5,25.536
6380,24.945
6380.5,24.806
6381,25.92
6381.5,26.718
6382,26.979
6382.5,26.913
6383,26.823
6383.5,27.742
6384,29.024
6384.5,33.064
6385,34.779
6385.5,35.096
6386,33.942
6386.5,33.883
6387,34.91
6387.5,36.047
6388,36.057
6388.5,36.153
6389,36.605
6389.5,36.866
6390,35.919
6390.5,33.872
6391,32.817
6391.5,33.031
6392,34.947
6392.5,35.54
6393,34.451
6393.5,32.524
6394,32.52
6394.5,32.78
6395,33.299
6395.5,34.599
6396,35.885
6396.5,36.285
6397,33.548
6397.5,30.82
6398,28.766
6398.5,29.497
6399,30.581
6399.5,31.618
6400,32.298
6400.5,33.079
6401,34.128
6401.5,35.078
6402,36.03
6402.5,36.431
6403,36.731
6403.5,36.883
6404,36.909
6404.5,36.477
6405,35.51
6405.5,33.742
6406,31.021
6406.5,29.193
6407,29.645
6407.5,30.556
6408,31.72
6408.5,32.9
6409,33.32
6409.5,33.355
6410,34.525
6410.5,36.483
6411,39.395
6411.5,41.147
6412,39.142
6412.5,35.739
6413,31.346
6413.5,27.196
6414,25.023
6414.5,23.786
6415,22.594
6415.5,20.933
6416,19.781
6416.5,19.39
6417,19.772
6417.5,20.071
6418,20.358
6418.5,20.911
6419,21.373
6419.5,21.716
6420,21.871
6420.5,22.079
6421,23.817
6421.5,26.267
6422,27.611
6422.5,28.833
6423,30.139
6423.5,30.625
6424,30.7
6424.5,30.776
6425,30.165
6425.5,28.222
6426,25.441
6426.5,22.774
6427,21.626
6427.5,21.045
6428,20.435
6428.5,19.791
6429,20.522
6429.5,22.143
6430,22.67
6430.5,22.96
6431,21.396
6431.5,19.968
6432,20.076
6432.5,20.635
6433,21.775
6433.5,22.774
6434,23.691
6434.5,22.581
6435,21.091
6435.5,19.864
6436,18.721
6436.5,18.05
6437,17.767
6437.5,17.808
6438,18.981
6438.5,21.559
6439,23.796
6439.5,25.542
6440,26.595
6440.5,26.886
6441,27.107
6441.5,28.246
6442,29.419
6442.5,29.841
6443,31.425
6443.5,35.7
6444,40.984
6444.5,44.323
6445,43.267
6445.5,41.505
6446,40.849
6446.5,41.991
6447,42.804
6447.5,42.267
6448,38.548
6448.5,35.025
6449,34.11
6449.5,33.857
6450,34.23
6450.5,34.732
6451,35.599
6451.5,37.934
6452,40.475
6452.5,42.28
6453,41.502
6453.5,40.119
6454,38.888
6454.5,37.838
6455,35.235
6455.5,32.931
6456,32.396
6456.5,35.541
6457,39.632
6457.5,43.718
6458,45.743
6458.5,44.903
6459,37.71
6459.5,31.308
6460,28.266
6460.5,28.438
6461,30.08
6461.5,30.43
6462,29.358
6462.5,26.456
6463,24.354
6463.5,23.505
6464,24.267
6464.5,26.347
6465,26.827
6465.5,26.021
6466,24.821
6466.5,23.995
6467,24.381
6467.5,25.03
6468,25.071
6468.5,24.721
6469,23.739
6469.5,23.066
6470,23.606
6470.5,24.923
6471,24.128
6471.5,22.419
6472,21.387
6472.5,20.096
6473,20.093
6473.5,20.381
6474,21.048
6474.5,22.54
6475,23.304
6475.5,23.793
6476,24.267
6476.5,24.965
6477,26.272
6477.5,27.867
6478,29.665
6478.5,30.756
6479,30.968
6479.5,31.164
6480,32.175
6480.5,33.834
6481,35.449
6481.5,38.006
6482,38.592
6482.5,36.081
6483,34.12
6483.5,33.205
6484,36.37
6484.5,38.924
6485,38.234
6485.5,37.062
6486,38.35
6486.5,42.986
6487,46.504
6487.5,45.156
6488,40.008
6488.5,36.105
6489,36.012
6489.5,39.128
6490,44.255
6490.5,49.908
6491,53.131
6491.5,54.895
6492,53.372
6492.5,50.535
6493,46.816
6493.5,44.633
6494,42.731
6494.5,41.516
6495,41.707
6495.5,42.993
6496,45.909
6496.5,50.528
6497,52.804
6497.5,52.741
6498,50.927
6498.5,48.494
6499,46.329
6499.5,43.111
6500,39.89
6500.5,37.006
6501,35.73
6501.5,37.749
6502,43.134
6502.5,48.52
6503,53.189
6503.5,53.945
6504,51.027
6504.5,45.604
6505,40.963
6505.5,39.26
6506,40.205
6506.5,41.555
6507,41.685
6507.5,42.78
6508,44.643
6508.5,46.224
6509,46.905
6509.5,45.971
6510,44.848
6510.5,44.016
6511,43.937
6511.5,44.846
6512,46.573
6512.5,50.81
6513,56.012
6513.5,59.303
6514,62.052
6514.5,64.446
6515,64.688
6515.5,63.839
6516,61.122
6516.5,56.164
6517,49.621
6517.5,44.629
6518,39.781
6518.5,39.008
6519,40.818
6519.5,42.983
6520,44.907
6520.5,46.081
6521,47.683
6521.5,48.68
6522,49.011
6522.5,48.938
6523,49.534
6523.5,52.502
6524,57.241
6524.5,63.05
6525,70.745
6525.5,75.304
6526,75.287
6526.5,66.972
6527,57.853
6527.5,52.331
6528,50.954
6528.5,50.225
6529,49.42
6529.5,47.488
6530,44.728
6530.5,43.349
6531,42.236
6531.5,42.921
6532,44.103
6532.5,43.861
6533,42.659
6533.5,41.247
6534,39.658
6534.5,38.878
6535,39.088
6535.5,40.956
6536,43.173
6536.5,45.39
6537,46.919
6537.5,47.662
6538,47.922
6538.5,44.678
6539,39.503
6539.5,37.476
6540,36.55
6540.5,37.038
6541,38.168
6541.5,39.348
6542,38.933
6542.5,38.553
6543,38.809
6543.5,40.193
6544,44.312
6544.5,47.602
6545,49.698
6545.5,50.378
6546,50.319
6546.5,48.465
6547,46.068
6547.5,44.911
6548,43.396
6548.5,42.735
6549,44.237
6549.5,47.52
6550,49.988
6550.5,50.191
6551,47.97
6551.5,45.892
6552,44.212
6552.5,42.797
6553,41.999
6553.5,40.737
6554,38.868
6554.5,38.089
6555,37.571
6555.5,37.066
6556,36.691
6556.5,35.552
6557,34.687
6557.5,32.515
6558,29.892
6558.5,27.269
6559,24.531
6559.5,21.422
6560,19.452
6560.5,18.976
6561,19.289
6561.5,19.709
6562,20.129
6562.5,20.548
6563,20.94
6563.5,21.313
6564,21.811
6564.5,22.706
6565,23.275
6565.5,24.292
6566,24.833
6566.5,25.341
6567,25.718
6567.5,27.017
6568,28.716
6568.5,29.323
6569,29.323
6569.5,29.323
6570,28.405
6570.5,26.789
6571,26.511
6571.5,27.238
6572,29.785
6572.5,30.651
6573,29.922
6573.5,29.519
6574,29.626
6574.5,30.633
6575,31.878
6575.5,32.753
6576,32.381
6576.5,31.209
6577,29.994
6577.5,29.379
6578,30.904
6578.5,31.563
6579,29.654
6579.5,26.171
6580,24.381
6580.5,23.246
6581,21.765
6581.5,21.322
6582,21.559
6582.5,23.105
6583,25.388
6583.5,26.787
6584,26.733
6584.5,26.125
6585,24.317
6585.5,23.355
6586,23.745
6586.5,25.167
6587,26.639
6587.5,27.232
6588,27.569
6588.5,27.928
6589,29.464
6589.5,30.78
6590,29.811
6590.5,28.438
6591,25.504
6591.5,23.947
6592,23.175
6592.5,23.238
6593,22.948
6593.5,22.449
6594,22.048
6594.5,22.035
6595,22.962
6595.5,23.216
6596,22.722
6596.5,22.094
6597,22.839
6597.5,23.934
6598,24.393
6598.5,24.864
6599,25.537
6599.5,27.031
6600,28.565
6600.5,27.943
6601,26.812
6601.5,24.036
6602,21.98
6602.5,20.8
6603,20.867
6603.5,21.134
6604,22.74
6604.5,25.635
6605,30.791
6605.5,40.057
6606,47.116
6606.5,48.88
6607,42.582
6607.5,30.788
6608,19.685
6608.5,16.653
6609,14.684
6609.5,14.314
6610,14.127
6610.5,14.01
6611,13.777
6611.5,12.915
6612,12.839
6612.5,13.36
6613,13.819
6613.5,13.924
6614,13.789
6614.5,13.428
6615,13.058
6615.5,12.687
6616,12.055
6616.5,11.856
6617,11.919
6617.5,12.185
6618,12.544
6618.5,13.592
6619,13.881
6619.5,13.125
6620,12.21
6620.5,11.268
6621,10.673
6621.5,10.049
6622,9.469
6622.5,9.023
6623,10.711
6623.5,21.267
6624,45.756
6624.5,66.963
6625,80.899
6625.5,89.675
6626,94.021
6626.5,98.367
6627,100.821
6627.5,103.811
6628,106.88
6628.5,108.976
6629,110.352
6629.5,110.34
6630,108.547
6630.5,106.851
6631,105.453
6631.5,105.205
6632,106.282
6632.5,107.206
6633,107.577
6633.5,107.194
6634,104.002
6634.5,100.922
6635,100.057
6635.5,100.333
6636,101.196
6636.5,101.926
6637,101.804
6637.5,102.385
6638,103.544
6638.5,104.326
6639,103.884
6639.5,99.683
6640,97.319
6640.5,96.412
6641,96.749
6641.5,98.056
6642,103.078
6642.5,108.143
6643,111.553
6643.5,111.561
6644,108.446
6644.5,105.315
6645,101.815
6645.5,100.695
6646,101.792
6646.5,104.982
6647,108.934
6647.5,110.905
6648,110.493
6648.5,108.373
6649,107.466
6649.5,106.802
6650,106.142
6650.5,106.029
6651,106.022
6651.5,106.65
6652,106.518
6652.5,103.936
6653,101.354
6653.5,99.206
6654,95.47
6654.5,92.658
6655,92.379
6655.5,92.87
6656,94.803
6656.5,97.106
6657,97.403
6657.5,96.847
6658,95.59
6658.5,95.013
6659,94.683
6659.5,93.748
6660,92.245
6660.5,91.383
6661,93.592
6661.5,96.894
6662,98.068
6662.5,98.321
6663,99.28
6663.5,101.169
6664,102.868
6664.5,101.938
6665,98.697
6665.5,95.652
6666,95.185
6666.5,95.358
6667,95.731
6667.5,95.663
6668,95.101
6668.5,94.702
6669,94.41
6669.5,93.956
6670,92.236
6670.5,89.184
6671,83.905
6671.5,79.845
6672,80.831
6672.5,83.168
6673,86.127
6673.5,86.733
6674,86.444
6674.5,86.477
6675,90.461
6675.5,94.537
6676,96.742
6676.5,95.061
6677,91.559
6677.5,88.74
6678,87.389
6678.5,86.524
6679,87.326
6679.5,88.66
6680,89.348
6680.5,89.955
6681,91.042
6681.5,94.885
6682,95.875
6682.5,95.911
6683,96.097
6683.5,97.848
6684,100.921
6684.5,104.234
6685,107.307
6685.5,108.41
6686,105.931
6686.5,104.852
6687,105.363
6687.5,106.597
6688,107.615
6688.5,108.571
6689,110.294
6689.5,112.031
6690,109.353
6690.5,106.506
6691,104.649
6691.5,106.045
6692,108.666
6692.5,110.929
6693,110.686
6693.5,108.584
6694,108.382
6694.5,108.285
6695,107.876
6695.5,107.217
6696,104.75
6696.5,103.549
6697,105.061
6697.5,106.933
6698,108.547
6698.5,109.154
6699,109.725
6699.5,110.663
6700,110.107
6700.5,107.382
6701,104.294
6701.5,98.091
6702,91.884
6702.5,89.175
6703,90.52
6703.5,91.265
6704,91.641
6704.5,90.631
6705,88.356
6705.5,87.831
6706,91.365
6706.5,94.842
6707,95.187
6707.5,92.687
6708,90.515
6708.5,89.842
6709,89.853
6709.5,89.865
6710,90.151
6710.5,90.415
6711,89.505
6711.5,87.8
6712,87.492
6712.5,91.895
6713,98.276
6713.5,102.497
6714,104.369
6714.5,104.979
6715,106.474
6715.5,109.181
6716,111.241
6716.5,112.627
6717,113.967
6717.5,116.169
6718,116.459
6718.5,116.657
6719,117.142
6719.5,119.756
6720,120.107
6720.5,117.843
6721,114.89
6721.5,112.199
6722,110.735
6722.5,111.409
6723,112.506
6723.5,114.435
6724,115.417
6724.5,115.052
6725,114.135
6725.5,112.773
6726,112.969
6726.5,113.894
6727,115.142
6727.5,116.055
6728,116.897
6728.5,117.534
6729,117.437
6729.5,116.227
6730,114.794
6730.5,115.426
6731,117.211
6731.5,119.649
6732,122.105
6732.5,124.012
6733,122.097
6733.5,115.582
6734,102.532
6734.5,85.026
6735,74.633
6735.5,69.193
6736,71.021
6736.5,74.898
6737,78.779
6737.5,81.113
6738,80.457
6738.5,77.335
6739,73.666
6739.5,69.912
6740,66.052
6740.5,62.939
6741,59.854
6741.5,58.005
6742,57.051
6742.5,56.273
6743,55.868
6743.5,55.418
6744,54.72
6744.5,54.333
6745,54.824
6745.5,56.3
6746,57.082
6746.5,57.835
6747,59.263
6747.5,60.981
6748,62.698
6748.5,64.275
6749,64.398
6749.5,64.711
6750,65.443
6750.5,66.178
6751,66.828
6751.5,68.552
6752,70.961
6752.5,71.67
6753,70.435
6753.5,70.027
6754,71.045
6754.5,71.438
6755,68.69
6755.5,64.478
6756,64.648
6756.5,65.099
6757,65.102
6757.5,63.267
6758,61.389
6758.5,62.945
6759,66.405
6759.5,71.406
6760,76.41
6760.5,81.414
6761,85.187
6761.5,87.583
6762,89.126
6762.5,89.785
6763,89.836
6763.5,89.958
6764,90.575
6764.5,94.501
6765,100.075
6765.5,106.339
6766,111.496
6766.5,116.312
6767,119.767
6767.5,125.369
6768,131.551
6768.5,137.636
6769,141.487
6769.5,140.485
6770,134.89
6770.5,122.398
6771,113.073
6771.5,114.485
6772,120.053
6772.5,125.57
6773,126.855
6773.5,125.127
6774,124.565
6774.5,124.549
6775,129.401
6775.5,140.942
6776,156.951
6776.5,161.953
6777,143.256
6777.5,95.662
6778,60.5
6778.5,33.924
6779,24.28
6779.5,23.485
6780,25.638
6780.5,28.502
6781,32.617
6781.5,33.915
6782,31.711
6782.5,29.742
6783,28.31
6783.5,27
6784,26.231
6784.5,26.205
6785,26.443
6785.5,26.407
6786,25.122
6786.5,23.662
6787,23.64
6787.5,23.995
6788,24.209
6788.5,23.901
6789,22.985
6789.5,22.775
6790,22.487
6790.5,21.815
6791,20.916
6791.5,20.078
6792,19.95
6792.5,19.495
6793,17.751
6793.5,16.545
6794,17.114
6794.5,19.158
6795,21.948
6795.5,24.36
6796,23.464
6796.5,21.813
6797,19.866
6797.5,19.285
6798,18.937
6798.5,19.335
6799,20.312
6799.5,21.126
6800,21.531
6800.5,21.895
6801,22.092
6801.5,22.092
6802,22.023
6802.5,20.261
6803,19.833
6803.5,19.753
6804,19.578
6804.5,18.28
6805,17.513
6805.5,16.761
6806,16.662
6806.5,16.933
6807,18.247
6807.5,19.296
6808,19.569
6808.5,19.316
6809,18.64
6809.5,17.96
6810,17.458
6810.5,17.237
6811,18.092
6811.5,22.486
6812,27.09
6812.5,30.335
6813,30.726
6813.5,30.984
6814,32.755
6814.5,34.284
6815,35.236
6815.5,34.818
6816,31.446
6816.5,26.404
6817,23.801
6817.5,23.605
6818,24.385
6818.5,27.117
6819,27.519
6819.5,27.695
6820,26.778
6820.5,25.743
6821,25.687
6821.5,26.072
6822,26.616
6822.5,26.825
6823,25.267
6823.5,23.513
6824,22.21
6824.5,22.302
6825,22.568
6825.5,22.833
6826,23.054
6826.5,23.187
6827,22.953
6827.5,22.482
6828,22.641
6828.5,22.919
6829,22.79
6829.5,21.766
6830,20.888
6830.5,20.623
6831,21.34
6831.5,21.805
6832,23.135
6832.5,24.639
6833,26.421
6833.5,27.417
6834,26.774
6834.5,25.167
6835,24.558
6835.5,24.51
6836,23.71
6836.5,23.371
6837,23.954
6837.5,25.856
6838,25.463
6838.5,24.214
6839,24.082
6839.5,25.242
6840,26.11
6840.5,25.119
6841,21.801
6841.5,19.318
6842,19.489
6842.5,23.591
6843,27.445
6843.5,29.701
6844,29.559
6844.5,26.643
6845,24.526
6845.5,23.676
6846,24.199
6846.5,24.445
6847,22.172
6847.5,18.634
6848,16.584
6848.5,17.735
6849,19.836
6849.5,21.873
6850,23.437
6850.5,24.966
6851,27.308
6851.5,30.201
6852,31.805
6852.5,32.173
6853,30.22
6853.5,25.831
6854,20.927
6854.5,16.516
6855,14.893
6855.5,14.664
6856,15.088
6856.5,17.254
6857,20.725
6857.5,26.847
6858,29.1
6858.5,26.461
6859,21.615
6859.5,17.953
6860,16.56
6860.5,18.428
6861,20.559
6861.5,23.237
6862,25.789
6862.5,26.988
6863,27.295
6863.5,27.768
6864,26.704
6864.5,25.289
6865,23.277
6865.5,21.997
6866,20.884
6866.5,20.351
6867,20.363
6867.5,20.351
6868,20.338
6868.5,19.738
6869,18.956
6869.5,18.37
6870,18.774
6870.5,20.025
6871,21.403
6871.5,22.541
6872,23.637
6872.5,23.746
6873,22.82
6873.5,20.5
6874,18.768
6874.5,19.696
6875,21.785
6875.5,27.045
6876,34.83
6876.5,36.6
6877,33.591
6877.5,26.568
6878,18.557
6878.5,15.127
6879,14.94
6879.5,15.613
6880,15.508
6880.5,15.165
6881,15.085
6881.5,15.521
6882,16.099
6882.5,17.001
6883,17.37
6883.5,16.861
6884,16.229
6884.5,15.592
6885,14.915
6885.5,14.376
6886,14.058
6886.5,13.935
6887,14.17
6887.5,14.368
6888,14.128
6888.5,14.145
6889,15.155
6889.5,16.813
6890,17.259
6890.5,16.379
6891,14.835
6891.5,14.033
6892,14.23
6892.5,14.353
6893,14.183
6893.5,12.563
6894,12.321
6894.5,12.287
6895,13.553
6895.5,14.606
6896,15.386
6896.5,15.244
6897,14.787
6897.5,13.83
6898,13.1
6898.5,12.694
6899,12.407
6899.5,12.12
6900,12.63
6900.5,13.654
6901,14.429
6901.5,14.524
6902,13.372
6902.5,12.141
6903,11.329
6903.5,10.991
6904,11.707
6904.5,12.875
6905,12.87
6905.5,12.498
6906,11.943
6906.5,11.657
6907,11.516
6907.5,11.491
6908,11.247
6908.5,10.951
6909,10.468
6909.5,10.149
6910,10.635
6910.5,11.672
6911,11.535
6911.5,10.99
6912,10.627
6912.5,11.026
6913,11.274
6913.5,11.232
6914,10.941
6914.5,10.815
6915,10.86
6915.5,10.917
6916,10.936
6916.5,11.039
6917,11.479
6917.5,12.02
6918,11.14
6918.5,10.966
6919,11.5
6919.5,12.634
6920,13.843
6920.5,14.414
6921,13.95
6921.5,13.113
6922,13.041
6922.5,13.039
6923,12.485
6923.5,11.189
6924,10.948
6924.5,11.121
6925,11.844
6925.5,12.266
6926,12.281
6926.5,11.947
6927,11.546
6927.5,11.162
6928,11.011
6928.5,10.748
6929,10.685
6929.5,11.044
6930,12.046
6930.5,12.87
6931,12.987
6931.5,12.836
6932,13.156
6932.5,13.856
6933,14.188
6933.5,14.363
6934,14.537
6934.5,14.712
6935,14.619
6935.5,14.474
6936,14.53
6936.5,14.827
6937,16.179
6937.5,19.348
6938,21.586
6938.5,25.03
6939,29.238
6939.5,33.696
6940,37.122
6940.5,35.83
6941,31.189
6941.5,26.122
6942,23.542
6942.5,22.77
6943,22.627
6943.5,22.043
6944,20.401
6944.5,19.705
6945,20.138
6945.5,20.892
6946,21.21
6946.5,20.852
6947,19.898
6947.5,19.321
6948,19.05
6948.5,18.462
6949,16.484
6949.5,14.012
6950,12.132
6950.5,11.231
6951,11.347
6951.5,11.953
6952,12.229
6952.5,13.163
6953,14.65
6953.5,15.404
6954,15.416
6954.5,13.654
6955,14.429
6955.5,15.943
6956,19.299
6956.5,22.897
6957,25.327
6957.5,24.44
6958,22.468
6958.5,21.608
6959,21.363
6959.5,21.107
6960,20.234
6960.5,17.834
6961,15.867
6961.5,15.622
6962,18.015
6962.5,20.637
6963,21.683
6963.5,21.043
6964,18.755
6964.5,15.639
6965,14.518
6965.5,13.108
6966,11.928
6966.5,11.649
6967,11.715
6967.5,11.858
6968,12.012
6968.5,11.862
6969,11.519
6969.5,11.621
6970,11.867
6970.5,11.879
6971,11.683
6971.5,11.717
6972,11.905
6972.5,12.697
6973,12.516
6973.5,12.423
6974,12.491
6974.5,12.438
6975,12.226
6975.5,12.121
6976,12.351
6976.5,12.638
6977,12.443
6977.5,12.095
6978,11.659
6978.5,11.47
6979,11.219
6979.5,10.967
6980,10.907
6980.5,10.76
6981,10.528
6981.5,10.391
6982,10.6
6982.5,11.89
6983,12.849
6983.5,12.828
6984,12.089
6984.5,11.593
6985,11.669
6985.5,11.993
6986,12.724
6986.5,14.457
6987,16.19
6987.5,16.137
6988,15.559
6988.5,14.834
6989,13.918
6989.5,13.489
6990,12.697
6990.5,11.318
6991,10.882
6991.5,10.303
6992,10.223
6992.5,10.51
6993,11.619
6993.5,12.491
6994,12.368
6994.5,12.201
6995,12.418
6995.5,12.694
6996,13.44
6996.5,14.124
6997,13.064
6997.5,11.967
6998,11.313
6998.5,12.519
6999,13.769
6999.5,14.43
7000,14.452
7000.5,14.637
7001,15.544
7001.5,16.666
7002,19.437
7002.5,20.615
7003,19.79
7003.5,18.73
7004,18.617
7004.5,19.135
7005,19.675
7005.5,19.793
7006,18.232
7006.5,16.387
7007,15.312
7007.5,14.238
7008,14.079
7008.5,14.056
7009,14.044
7009.5,14.033
7010,14.038
7010.5,14.04
7011,14.04
7011.5,13.715
7012,11.2
7012.5,10.88
7013,11.12
7013.5,11.585
7014,12.268
7014.5,12.566
7015,12.113
7015.5,11.694
7016,11.88
7016.5,12.358
7017,13.25
7017.5,13.418
7018,13.636
7018.5,13.889
7019,14.069
7019.5,14.111
7020,14.034
7020.5,13.774
7021,13.483
7021.5,12.94
7022,12.485
7022.5,12.34
7023,12.688
7023.5,13.624
7024,14.887
7024.5,15.819
7025,16.1
7025.5,16
7026,15.338
7026.5,14.734
7027,14.066
7027.5,13.342
7028,13.352
7028.5,13.718
7029,14.105
7029.5,14.266
7030,14.133
7030.5,14.889
7031,16.152
7031.5,18.23
7032,19.803
7032.5,19.784
7033,18.443
7033.5,16.792
7034,16.82
7034.5,17.944
7035,19.951
7035.5,20.839
7036,19.369
7036.5,16.546
7037,15.44
7037.5,15.756
7038,16.556
7038.5,16.888
7039,17.312
7039.5,17.873
7040,18.626
7040.5,19.415
7041,19.001
7041.5,17.641
7042,16.356
7042.5,15.703
7043,15.921
7043.5,16.369
7044,15.904
7044.5,15.109
7045,14.368
7045.5,14.967
7046,14.508
7046.5,13.675
7047,13.424
7047.5,14.118
7048,16.183
7048.5,18.512
7049,19.268
7049.5,19.298
7050,17.819
7050.5,16.199
7051,14.897
7051.5,14.201
7052,13.648
7052.5,13.328
7053,13.559
7053.5,14.315
7054,14.49
7054.5,14.491
7055,14.263
7055.5,14.005
7056,14.057
7056.5,14.567
7057,16.016
7057.5,17.205
7058,17.4
7058.5,17.467
7059,17.622
7059.5,17.717
7060,17.862
7060.5,18.217
7061,18.837
7061.5,19.741
7062,20.306
7062.5,20.401
7063,20.634
7063.5,21.439
7064,23.022
7064.5,25.418
7065,26.078
7065.5,23.564
7066,18.808
7066.5,13.781
7067,12.395
7067.5,13.725
7068,16.377
7068.5,18.713
7069,18.757
7069.5,16.843
7070,14.363
7070.5,12.297
7071,12.362
7071.5,12.776
7072,12.909
7072.5,12.635
7073,12.237
7073.5,11.426
7074,9.861
7074.5,9.337
7075,9.465
7075.5,10.022
7076,10.495
7076.5,10.341
7077,9.734
7077.5,8.921
7078,8.489
7078.5,8.095
7079,7.899
7079.5,8.138
7080,8.88
7080.5,9.611
7081,9.838
7081.5,9.976
7082,9.888
7082.5,9.65
7083,9.126
7083.5,9.077
7084,10.616
7084.5,12.612
7085,14.404
7085.5,15.284
7086,15.284
7086.5,14.888
7087,15.588
7087.5,16.01
7088,16.185
7088.5,16.043
7089,15.82
7089.5,15.596
7090,15.156
7090.5,14.576
7091,14.078
7091.5,14.241
7092,14.698
7092.5,15.122
7093,15.275
7093.5,13.715
7094,11.628
7094.5,9.332
7095,8.714
7095.5,9.003
7096,9.783
7096.5,10.89
7097,11.666
7097.5,11.574
7098,11.145
7098.5,11.494
7099,11.97
7099.5,12.494
7100,12.326
7100.5,11.821
7101,11.618
7101.5,11.79
7102,11.915
7102.5,12.077
7103,11.902
7103.5,11.269
7104,10.572
7104.5,10.457
7105,10.864
7105.5,11.246
7106,11.368
7106.5,11.246
7107,11.163
7107.5,11.318
7108,11.404
7108.5,11.24
7109,10.765
7109.5,9.884
7110,9.862
7110.5,10.055
7111,10.013
7111.5,10.186
7112,10.744
7112.5,11.357
7113,11.068
7113.5,10.734
7114,10.005
7114.5,9.119
7115,8.736
7115.5,8.49
7116,8.317
7116.5,8.288
7117,8.172
7117.5,7.924
7118,7.453
7118.5,6.893
7119,6.853
7119.5,7.494
7120,10.936
7120.5,11.796
7121,11.435
7121.5,10.482
7122,10.627
7122.5,10.839
7123,11.055
7123.5,11.339
7124,11.067
7124.5,10.768
7125,10.565
7125.5,10.626
7126,10.814
7126.5,11.318
7127,11.639
7127.5,11.468
7128,11.259
7128.5,11.337
7129,12.013
7129.5,13.092
7130,14.263
7130.5,14.769
7131,14.8
7131.5,14.515
7132,13.834
7132.5,13.153
7133,12.979
7133.5,12.911
7134,13.021
7134.5,13.266
7135,13.628
7135.5,13.856
7136,13.935
7136.5,13.999
7137,14.519
7137.5,15.385
7138,16.838
7138.5,18.118
7139,18.63
7139.5,19.1
7140,18.112
7140.5,15.562
7141,13.065
7141.5,11.713
7142,11.36
7142.5,11.39
7143,11.547
7143.5,11.662
7144,10.583
7144.5,9.486
7145,9.297
7145.5,9.833
7146,11.015
7146.5,12.372
7147,12.87
7147.5,12.491
7148,11.661
7148.5,11.383
7149,11.627
7149.5,11.467
7150,10.534
7150.5,9.756
7151,9.952
7151.5,10.625
7152,10.738
7152.5,10.609
7153,9.64
7153.5,9.389
7154,9.523
7154.5,10.854
7155,10.763
7155.5,10.483
7156,9.633
7156.5,8.541
7157,8.851
7157.5,9.586
7158,10.624
7158.5,11.693
7159,11.798
7159.5,11.728
7160,11.853
7160.5,11.973
7161,11.877
7161.5,12.306
7162,15.847
7162.5,19.98
7163,24.704
7163.5,24.43
7164,21.945
7164.5,19.478
7165,19.438
7165.5,19.565
7166,19.595
7166.5,19.108
7167,17.817
7167.5,16.522
7168,15.665
7168.5,15.267
7169,15.309
7169.5,15.35
7170,14.989
7170.5,13.902
7171,13.02
7171.5,13.011
7172,13.907
7172.5,14.739
7173,14.581
7173.5,14.424
7174,14.791
7174.5,15.856
7175,18.945
7175.5,20.132
7176,20.105
7176.5,18.238
7177,15.91
7177.5,14.891
7178,16.846
7178.5,18.919
7179,19.695
7179.5,19.569
7180,19.161
7180.5,17.207
7181,15.501
7181.5,14.238
7182,13.516
7182.5,13.847
7183,14.643
7183.5,14.917
7184,14.666
7184.5,13.838
7185,13.007
7185.5,12.346
7186,12.417
7186.5,13.197
7187,14.582
7187.5,15.984
7188,16.938
7188.5,17.096
7189,16.982
7189.5,16.736
7190,16.324
7190.5,16.435
7191,16.916
7191.5,18.324
7192,19.38
7192.5,18.278
7193,16.243
7193.5,14.057
7194,11.86
7194.5,10.862
7195,10.614
7195.5,11.591
7196,14.286
7196.5,17.544
7197,17.246
7197.5,15.118
7198,12.359
7198.5,11.197
7199,11.751
7199.5,12.513
7200,12.993
7200.5,13.451
7201,13.875
7201.5,14.33
7202,19.362
7202.5,24.321
7203,32.275
7203.5,37.963
7204,41.06
7204.5,38.577
7205,34.011
7205.5,29.781
7206,30.326
7206.5,36.407
7207,41.409
7207.5,44.99
7208,44.557
7208.5,38.238
7209,31.135
7209.5,28.92
7210,29.477
7210.5,30.34
7211,31.892
7211.5,33.593
7212,33.984
7212.5,33.809
7213,31.648
7213.5,28.425
7214,25.179
7214.5,23.484
