md,GR
3745,26.185
3745.5,28.164
3746,32.726
3746.5,37.287
3747,41.849
3747.5,42.931
3748,40.777
3748.5,38.97
3749,37.163
3749.5,35.355
3750,34.01
3750.5,33.617
3751,34.028
3751.5,34.871
3752,37.23
3752.5,38.403
3753,39.538
3753.5,41.086
3754,42.755
3754.5,45.241
3755,48.849
3755.5,51.648
3756,52.193
3756.5,50.071
3757,46.448
3757.5,46.283
3758,46.945
3758.5,47.969
3759,49.534
3759.5,51.591
3760,54.188
3760.5,55.858
3761,52.365
3761.5,46.389
3762,43.505
3762.5,44.757
3763,48.177
3763.5,51.371
3764,52.841
3764.5,54.098
3765,57.506
3765.5,61.954
3766,65.324
3766.5,65.518
3767,65.508
3767.5,65.966
3768,67.725
3768.5,71.79
3769,75.933
3769.5,78.15
3770,78.311
3770.5,67.719
3771,54.892
3771.5,54.001
3772,57.149
3772.5,61.533
3773,64.717
3773.5,65.439
3774,65.58
3774.5,65.721
3775,65.305
3775.5,64.742
3776,65.161
3776.5,67.073
3777,70.479
3777.5,70.797
3778,71.202
3778.5,73.033
3779,76.018
3779.5,78.594
3780,78.812
3780.5,74.12
3781,72.917
3781.5,74.323
3782,80.959
3782.5,86.406
3783,86.91
3783.5,79.547
3784,77.875
3784.5,78.175
3785,79.271
3785.5,81.48
3786,83.705
3786.5,84.962
3787,84.827
3787.5,84.057
3788,83.287
3788.5,82.844
3789,82.618
3789.5,82.295
3790,79.749
3790.5,78.108
3791,78.923
3791.5,82.248
3792,83.099
3792.5,83.646
3793,83.991
3793.5,85.38
3794,86.444
3794.5,86.716
3795,84.058
3795.5,81.342
3796,78.625
3796.5,76.886
3797,77.514
3797.5,80.207
3798,82.362
3798.5,83.719
3799,84.141
3799.5,88.813
3800,91.773
3800.5,93.727
3801,94.182
3801.5,92.763
3802,90.575
3802.5,84.221
3803,82.449
3803.5,82.001
3804,82.858
3804.5,83.715
3805,84.357
3805.5,84.104
3806,83.85
3806.5,83.596
3807,83.807
3807.5,84.846
3808,88.284
3808.5,88.401
3809,86.525
3809.5,84.067
3810,81.903
3810.5,81.442
3811,81.854
3811.5,82.901
3812,83.167
3812.5,81.382
3813,78.048
3813.5,79.052
3814,81.87
3814.5,90.919
3815,95.496
3815.5,99.507
3816,101.168
3816.5,100.868
3817,99.502
3817.5,98.173
3818,97.45
3818.5,97.237
3819,96.138
3819.5,94.378
3820,92.457
3820.5,94.443
3821,95.756
3821.5,95.946
3822,95.946
3822.5,96.348
3823,96.911
3823.5,97.873
3824,98.858
3824.5,99.843
3825,98.494
3825.5,90.794
3826,89.755
3826.5,93.528
3827,100.31
3827.5,105.266
3828,104.313
3828.5,101.306
3829,97.287
3829.5,91.739
3830,85.149
3830.5,84.917
3831,85.287
3831.5,86.843
3832,89.373
3832.5,92.005
3833,93.648
3833.5,92.991
3834,92.811
3834.5,98.558
3835,101.174
3835.5,100.91
3836,94.797
3836.5,90.267
3837,91.334
3837.5,93.323
3838,95.428
3838.5,96.926
3839,96.926
3839.5,97.111
3840,99.007
3840.5,101.796
3841,96.638
3841.5,91.407
3842,89.453
3842.5,86.963
3843,86.272
3843.5,85.582
3844,86.091
3844.5,90.258
3845,96.014
3845.5,96.257
3846,95.458
3846.5,94.66
3847,93.509
3847.5,92.589
3848,92.054
3848.5,91.772
3849,91.986
3849.5,94.629
3850,100.023
3850.5,101.197
3851,101.424
3851.5,101.65
3852,101.876
3852.5,102.266
3853,102.768
3853.5,104.156
3854,105.04
3854.5,106.135
3855,107.67
3855.5,108.828
3856,109.333
3856.5,108.334
3857,107.02
3857.5,104.211
3858,100.352
3858.5,94.771
3859,89.189
3859.5,86.54
3860,88.465
3860.5,97.582
3861,100.497
3861.5,100.308
3862,99.661
3862.5,96.541
3863,96.273
3863.5,96.667
3864,97.837
3864.5,98.885
3865,99.791
3865.5,100.046
3866,100.231
3866.5,100.224
3867,100.17
3867.5,99.816
3868,98.571
3868.5,96.941
3869,96.18
3869.5,95.743
3870,95.605
3870.5,95.917
3871,96.354
3871.5,96.791
3872,97.228
3872.5,98.616
3873,101.93
3873.5,106.293
3874,106.886
3874.5,106.801
3875,99.806
3875.5,97.31
3876,96.491
3876.5,96.693
3877,97.509
3877.5,99.056
3878,100.602
3878.5,100.596
3879,97.955
3879.5,95.088
3880,94.234
3880.5,93.962
3881,100.72
3881.5,99.391
3882,96.047
3882.5,95.559
3883,96.973
3883.5,98.87
3884,100.26
3884.5,102.2
3885,100.575
3885.5,98.004
3886,95.811
3886.5,95.172
3887,94.944
3887.5,94.395
3888,91.152
3888.5,89.735
3889,90.563
3889.5,93.288
3890,105.878
3890.5,106.28
3891,105.757
3891.5,99.664
3892,102.544
3892.5,102.903
3893,102.403
3893.5,100.958
3894,98.039
3894.5,98.391
3895,99.404
3895.5,98.41
3896,96.118
3896.5,90.843
3897,87.977
3897.5,90.588
3898,97.253
3898.5,103.917
3899,104.287
3899.5,102.527
3900,100.753
3900.5,98.978
3901,97.209
3901.5,95.935
3902,96.612
3902.5,98.212
3903,103.454
3903.5,103.586
3904,101.296
3904.5,99.522
3905,99.284
3905.5,99.426
3906,99.568
3906.5,99.79
3907,100.022
3907.5,100.254
3908,100.263
3908.5,99.377
3909,95.346
3909.5,96.591
3910,100.958
3910.5,105.168
3911,105.369
3911.5,101.635
3912,95.248
3912.5,88.641
3913,87.802
3913.5,88.605
3914,96.124
3914.5,98.267
3915,97.849
3915.5,99.119
3916,102.358
3916.5,106.584
3917,107.93
3917.5,107.363
3918,106.511
3918.5,97.848
3919,98.611
3919.5,106
3920,107.102
3920.5,107.334
3921,104.59
3921.5,101.023
3922,98.07
3922.5,95.916
3923,94.629
3923.5,93.593
3924,92.963
3924.5,94.087
3925,95.49
3925.5,97.03
3926,101.291
3926.5,104.153
3927,107.578
3927.5,109.52
3928,109.389
3928.5,106.73
3929,104.522
3929.5,102.848
3930,102.048
3930.5,101.989
3931,102.442
3931.5,103.489
3932,107.304
3932.5,111.968
3933,112.214
3933.5,108.147
3934,102.708
3934.5,97.269
3935,93.784
3935.5,96.754
3936,102.041
3936.5,105.806
3937,110.448
3937.5,110.589
3938,110.321
3938.5,110.505
3939,111.496
3939.5,113.065
3940,112.281
3940.5,106.809
3941,100.136
3941.5,99.861
3942,106.277
3942.5,113.663
3943,120.267
3943.5,120.134
3944,117.436
3944.5,114.452
3945,111.468
3945.5,108.483
3946,102.897
3946.5,90.24
3947,73.629
3947.5,66.066
3948,56.033
3948.5,40.67
3949,35.959
3949.5,36.92
3950,40.678
3950.5,44.767
3951,48.857
3951.5,65.614
3952,66.588
3952.5,66.099
3953,60.597
3953.5,59.236
3954,58.984
3954.5,59.796
3955,61.181
3955.5,62.566
3956,63.951
3956.5,65.132
3957,65.875
3957.5,67.187
3958,69.676
3958.5,72.989
3959,80.824
3959.5,80.146
3960,79.517
3960.5,80.464
3961,85.238
3961.5,88.745
3962,92.251
3962.5,94.672
3963,94.942
3963.5,94.987
3964,98.208
3964.5,98.141
3965,97.332
3965.5,96.27
3966,94.839
3966.5,93.315
3967,91.284
3967.5,90.676
3968,90.566
3968.5,90.883
3969,91.452
3969.5,93.206
3970,96.144
3970.5,100.581
3971,103.681
3971.5,106.089
3972,106.3
3972.5,105.763
3973,104.682
3973.5,103.364
3974,102.163
3974.5,101.675
3975,100.891
3975.5,99.958
3976,99.324
3976.5,96.693
3977,94.229
3977.5,94.369
3978,96.289
3978.5,98.209
3979,100.129
3979.5,101.648
3980,101.418
3980.5,99.778
3981,97.644
3981.5,96.531
3982,95.744
3982.5,95.122
3983,95.726
3983.5,96.955
3984,96.861
3984.5,95.87
3985,94.751
3985.5,93.82
3986,94.144
3986.5,94.992
3987,100.008
3987.5,100.193
3988,99.13
3988.5,97.446
3989,95.519
3989.5,97.029
3990,102.321
3990.5,104.689
3991,104.58
3991.5,102.646
3992,101.029
3992.5,98.802
3993,91.273
3993.5,90.568
3994,90.977
3994.5,93.795
3995,102.096
3995.5,102.413
3996,98.751
3996.5,97.488
3997,96.525
3997.5,96.319
3998,98.43
3998.5,98.889
3999,98.822
3999.5,97.749
4000,97.327
4000.5,97.327
4001,97.587
4001.5,97.941
4002,98.852
4002.5,100.137
4003,100.998
4003.5,100.845
4004,100.576
4004.5,100.771
4005,101.399
4005.5,104.015
4006,104.798
4006.5,102.965
4007,99.921
4007.5,90.212
4008,92.359
4008.5,93.307
4009,93.617
4009.5,93.303
4010,89.801
4010.5,88.457
4011,89.807
4011.5,94.885
4012,98.108
4012.5,98.097
4013,96.138
4013.5,89.587
4014,82.674
4014.5,80.732
4015,85.404
4015.5,98.079
4016,107.143
4016.5,107.638
4017,105.303
4017.5,102.675
4018,98.649
4018.5,94.827
4019,91.988
4019.5,91.079
4020,91.362
4020.5,93.315
4021,95.292
4021.5,97.311
4022,100.712
4022.5,104.383
4023,105.917
4023.5,105.13
4024,102.36
4024.5,97.585
4025,94.867
4025.5,91.888
4026,89.433
4026.5,85.05
4027,76.962
4027.5,76.986
4028,78.664
4028.5,85.4
4029,90.243
4029.5,102.403
4030,102.157
4030.5,100.768
4031,97.064
4031.5,90.207
4032,84.634
4032.5,77.459
4033,75.679
4033.5,78.99
4034,86.655
4034.5,90.347
4035,91.134
4035.5,91.921
4036,97.282
4036.5,97.363
4037,95.218
4037.5,88.825
4038,88.033
4038.5,88.128
4039,95.553
4039.5,95.859
4040,91.595
4040.5,89.513
4041,88.909
4041.5,90.72
4042,96.613
4042.5,97.701
4043,95.929
4043.5,90.909
4044,78.186
4044.5,73.767
4045,64.554
4045.5,60.395
4046,60.752
4046.5,62.409
4047,67.93
4047.5,74.56
4048,91.148
4048.5,105.542
4049,105.99
4049.5,102.91
4050,94.785
4050.5,88.707
4051,88.02
4051.5,89.093
4052,92.038
4052.5,94.984
4053,97.731
4053.5,98.362
4054,98.992
4054.5,101.212
4055,103.359
4055.5,103.533
4056,103.263
4056.5,101.123
4057,98.446
4057.5,92.585
4058,86.129
4058.5,79.408
4059,56.738
4059.5,40.102
4060,30.635
4060.5,29.514
4061,30.31
4061.5,33.227
4062,36.753
4062.5,43.325
4063,47.864
4063.5,54.881
4064,59.243
4064.5,63.605
4065,68.64
4065.5,71.061
4066,71.061
4066.5,68.719
4067,65.332
4067.5,63.363
4068,63.373
4068.5,67.776
4069,75.03
4069.5,83.155
4070,86.267
4070.5,86.105
4071,79.263
4071.5,72.647
4072,68.726
4072.5,69.305
4073,71.046
4073.5,72.388
4074,73.624
4074.5,74.756
4075,75.885
4075.5,76.412
4076,74.467
4076.5,66.345
4077,65.607
4077.5,69.139
4078,78.275
4078.5,80.523
4079,76.402
4079.5,75.452
4080,75.985
4080.5,77.883
4081,80.923
4081.5,84.654
4082,88.714
4082.5,91.068
4083,90.573
4083.5,86.854
4084,86.193
4084.5,85.975
4085,85.972
4085.5,87.907
4086,92.79
4086.5,94.757
4087,94.754
4087.5,89.695
4088,91.154
4088.5,93.828
4089,96.007
4089.5,98.024
4090,98.254
4090.5,97.844
4091,96.187
4091.5,94.257
4092,92.332
4092.5,91.044
4093,88.069
4093.5,87.802
4094,87.969
4094.5,88.5
4095,88.298
4095.5,85.972
4096,84.902
4096.5,84.454
4097,84.608
4097.5,84.938
4098,85.267
4098.5,86.564
4099,87.552
4099.5,89.218
4100,90.884
4100.5,92.541
4101,93.038
4101.5,90.868
4102,87.364
4102.5,80.321
4103,74.304
4103.5,74.456
4104,75.86
4104.5,75.165
4105,73.367
4105.5,72.385
4106,72.108
4106.5,77.543
4107,80.796
4107.5,82.474
4108,81.189
4108.5,79.083
4109,78.977
4109.5,79.005
4110,79.659
4110.5,81.373
4111,83.087
4111.5,85.201
4112,87.512
4112.5,89.197
4113,89.065
4113.5,86.266
4114,82.338
4114.5,77.902
4115,77.503
4115.5,77.976
4116,78.448
4116.5,83.352
4117,90.162
4117.5,92.556
4118,91.195
4118.5,87.865
4119,84.865
4119.5,84.392
4120,84.626
4120.5,84.629
4121,82.022
4121.5,79.902
4122,79.582
4122.5,83.88
4123,83.819
4123.5,82.478
4124,82.108
4124.5,82.654
4125,84.975
4125.5,87.297
4126,88.941
4126.5,88.226
4127,83.363
4127.5,83.388
4128,84.965
4128.5,87.616
4129,87.801
4129.5,84.827
4130,82.607
4130.5,80.386
4131,79.83
4131.5,80.397
4132,82.819
4132.5,87.132
4133,88.326
4133.5,88.102
4134,84.327
4134.5,79.357
4135,78.994
4135.5,81.022
4136,86.959
4136.5,93.44
4137,94.264
4137.5,91.127
4138,83.375
4138.5,82.99
4139,83.678
4139.5,85.572
4140,90.792
4140.5,93.558
4141,93.405
4141.5,92.71
4142,90.694
4142.5,88.497
4143,86.686
4143.5,84.874
4144,83.093
4144.5,82.714
4145,83.612
4145.5,88.14
4146,93.11
4146.5,93.17
4147,91.435
4147.5,89.699
4148,88.066
4148.5,86.791
4149,84.797
4149.5,83.003
4150,81.209
4150.5,80.219
4151,79.976
4151.5,80.933
4152,83.71
4152.5,84.456
4153,84.756
4153.5,84.4
4154,83.682
4154.5,84.68
4155,86.701
4155.5,86.891
4156,87.082
4156.5,87.273
4157,88.212
4157.5,89.464
4158,91.06
4158.5,93.847
4159,96.887
4159.5,97.16
4160,96.654
4160.5,86.594
4161,85.886
4161.5,88.703
4162,94.092
4162.5,94.415
4163,93.57
4163.5,90.087
4164,86.572
4164.5,83.035
4165,79.498
4165.5,77.678
4166,80.372
4166.5,83.68
4167,86.425
4167.5,88.24
4168,90.624
4168.5,94.687
4169,95.898
4169.5,90.932
4170,90.284
4170.5,91.383
4171,95.164
4171.5,98.643
4172,98.245
4172.5,96.944
4173,95.878
4173.5,94.813
4174,93.87
4174.5,92.927
4175,92.398
4175.5,94.28
4176,98.195
4176.5,99.619
4177,98.558
4177.5,96.159
4178,93.942
4178.5,91.725
4179,90.36
4179.5,90.496
4180,93.007
4180.5,96.356
4181,96.72
4181.5,96.546
4182,95.797
4182.5,94.988
4183,94.608
4183.5,95.038
4184,96.565
4184.5,97.875
4185,96.298
4185.5,90.179
4186,88.239
4186.5,89.174
4187,93.245
4187.5,101.776
4188,110.097
4188.5,119.115
4189,123.572
4189.5,123.238
4190,117.212
4190.5,108.811
4191,102.677
4191.5,100.396
4192,98.115
4192.5,95.211
4193,93.286
4193.5,93.515
4194,94.377
4194.5,95.399
4195,96.46
4195.5,97.081
4196,96.221
4196.5,95.71
4197,96.471
4197.5,99.052
4198,101.777
4198.5,102.399
4199,94.594
4199.5,75.811
4200,65.268
4200.5,55.915
4201,46.563
4201.5,33.494
4202,21.742
4202.5,17.987
4203,17.666
4203.5,17.549
4204,18.228
4204.5,27.833
4205,38.72
4205.5,53.945
4206,83.747
4206.5,99.879
4207,97.49
4207.5,95.375
4208,94.876
4208.5,95.832
4209,98.02
4209.5,98.537
4210,96.99
4210.5,96.59
4211,98.827
4211.5,99.34
4212,99.387
4212.5,99.433
4213,100.051
4213.5,105.836
4214,109.389
4214.5,112.274
4215,112.475
4215.5,112.636
4216,110.952
4216.5,108.779
4217,107.882
4217.5,107.055
4218,106.383
4218.5,105.891
4219,105.399
4219.5,104.906
4220,104.733
4220.5,103.689
4221,100.964
4221.5,98.756
4222,99.494
4222.5,103.623
4223,107.753
4223.5,109.515
4224,107.538
4224.5,104.158
4225,101.549
4225.5,100.928
4226,100.434
4226.5,102.594
4227,106.672
4227.5,108.292
4228,107.8
4228.5,106.819
4229,106.222
4229.5,107.315
4230,111.084
4230.5,116.573
4231,119.89
4231.5,119.592
4232,116.151
4232.5,111.251
4233,106.284
4233.5,101.236
4234,97.538
4234.5,93.84
4235,93.287
4235.5,94.952
4236,102.405
4236.5,108.55
4237,108.192
4237.5,105.937
4238,103.147
4238.5,99.81
4239,99.068
4239.5,100.145
4240,103.698
4240.5,108.06
4241,112.421
4241.5,115.581
4242,115.487
4242.5,110.675
4243,105.285
4243.5,102.553
4244,102.329
4244.5,103.28
4245,104.985
4245.5,107.198
4246,109.41
4246.5,111.157
4247,111.701
4247.5,110.206
4248,105.572
4248.5,101.753
4249,100.975
4249.5,101.082
4250,104.341
4250.5,108.776
4251,111.015
4251.5,112.094
4252,113.174
4252.5,114.219
4253,114.041
4253.5,112.467
4254,107.903
4254.5,99.337
4255,97.266
4255.5,103.457
4256,99.019
4256.5,98.36
4257,98.43
4257.5,99.694
4258,103.732
4258.5,102.467
4259,102.334
4259.5,102.687
4260,103.332
4260.5,107.012
4261,107.279
4261.5,106.47
4262,102.665
4262.5,96.684
4263,94.937
4263.5,95.472
4264,98.55
4264.5,102.691
4265,106.833
4265.5,110.974
4266,111.777
4266.5,111.118
4267,110.546
4267.5,110.018
4268,110.498
4268.5,111.214
4269,112.78
4269.5,114.861
4270,114.871
4270.5,114.058
4271,113.312
4271.5,113.1
4272,113.151
4272.5,113.245
4273,113.245
4273.5,113.006
4274,111.844
4274.5,109.461
4275,104.03
4275.5,102.98
4276,104.007
4276.5,107.173
4277,110.772
4277.5,114.371
4278,116.124
4278.5,116.161
4279,115.081
4279.5,114.145
4280,113.267
4280.5,112.388
4281,111.527
4281.5,110.74
4282,108.465
4282.5,105.228
4283,104.304
4283.5,104.127
4284,104.433
4284.5,105.42
4285,106.743
4285.5,108.065
4286,108.935
4286.5,102.649
4287,102.328
4287.5,103.351
4288,104.909
4288.5,111.663
4289,116.386
4289.5,116.423
4290,113.557
4290.5,108.763
4291,103.968
4291.5,98.981
4292,98.593
4292.5,98.887
4293,102.619
4293.5,105.586
4294,113.309
4294.5,113.804
4295,113.219
4295.5,112.369
4296,111.519
4296.5,110.288
4297,109.457
4297.5,109.109
4298,108.76
4298.5,108.412
4299,108.064
4299.5,107.37
4300,106.67
4300.5,105.969
4301,104.868
4301.5,104.429
4302,104.812
4302.5,105.397
4303,107.741
4303.5,110.086
4304,112.43
4304.5,113.558
4305,113.181
4305.5,111.817
4306,110.73
4306.5,111.591
4307,116.373
4307.5,116.096
4308,104.681
4308.5,105.675
4309,107.194
4309.5,108.714
4310,110.05
4310.5,110.665
4311,110.593
4311.5,109.47
4312,108.346
4312.5,105.09
4313,99.757
4313.5,97.988
4314,97.027
4314.5,96.904
4315,97.444
4315.5,99.641
4316,102.097
4316.5,104.367
4317,106.186
4317.5,110.853
4318,113.621
4318.5,113.29
4319,108.568
4319.5,104.916
4320,101.837
4320.5,101.419
4321,102.184
4321.5,103.381
4322,105.821
4322.5,108.925
4323,111.699
4323.5,111.913
4324,110.411
4324.5,103.468
4325,100.83
4325.5,100.939
4326,102.248
4326.5,107.197
4327,106.49
4327.5,106.072
4328,105.807
4328.5,105.607
4329,105.456
4329.5,105.312
4330,105.405
4330.5,105.498
4331,108.018
4331.5,110.615
4332,110.747
4332.5,109.274
4333,108.257
4333.5,109.008
4334,110.421
4334.5,110.604
4335,110.614
4335.5,108.763
4336,107.035
4336.5,106.735
4337,108.809
4337.5,111.422
4338,114.012
4338.5,115.65
4339,115.976
4339.5,116.102
4340,115.607
4340.5,112.439
4341,109.271
4341.5,103.761
4342,102.881
4342.5,103.435
4343,104.135
4343.5,109.098
4344,109.44
4344.5,108.449
4345,106.309
4345.5,104.168
4346,102.609
4346.5,102.512
4347,109.941
4347.5,115.503
4348,115.365
4348.5,114.658
4349,113.178
4349.5,109.664
4350,108.441
4350.5,108.123
4351,109.919
4351.5,111.279
4352,111.79
4352.5,110.916
4353,109.096
4353.5,107.182
4354,104.895
4354.5,99.229
4355,94.052
4355.5,94.692
4356,100.042
4356.5,110.424
4357,112.075
4357.5,111.849
4358,110.93
4358.5,108.585
4359,106.165
4359.5,105.693
4360,106.345
4360.5,117.912
4361,119.163
4361.5,119.034
4362,116.272
4362.5,113.021
4363,108.786
4363.5,106.502
4364,105.113
4364.5,104.17
4365,103.227
4365.5,102.285
4366,101.936
4366.5,104.422
4367,104.202
4367.5,103.939
4368,103.368
4368.5,103.038
4369,103.472
4369.5,106.576
4370,107.613
4370.5,106.854
4371,107.545
4371.5,110.918
4372,112.292
4372.5,111.916
4373,107.722
4373.5,103.647
4374,103.583
4374.5,106.228
4375,108.646
4375.5,109.138
4376,109.33
4376.5,107.491
4377,100.891
4377.5,100.605
4378,103.137
4378.5,105.669
4379,106.945
4379.5,107.067
4380,107.189
4380.5,106.978
4381,104.456
4381.5,103.814
4382,103.951
4382.5,104.7
4383,104.384
4383.5,103.188
4384,102.136
4384.5,102.29
4385,104.669
4385.5,108.49
4386,108.761
4386.5,108.587
4387,108.053
4387.5,106.854
4388,105.395
4388.5,103.848
4389,102.148
4389.5,100.658
4390,100.393
4390.5,104.982
4391,105.143
4391.5,104.433
4392,102.54
4392.5,100.541
4393,98.937
4393.5,97.026
4394,95.974
4394.5,95.658
4395,95.514
4395.5,96.463
4396,102.619
4396.5,104.594
4397,105.714
4397.5,109.383
4398,112.488
4398.5,112.758
4399,98.503
4399.5,97.363
4400,96.599
4400.5,96.463
4401,97.921
4401.5,101.027
4402,103.003
4402.5,104.618
4403,105.538
4403.5,106.574
4404,106.338
4404.5,101.809
4405,97.115
4405.5,95.128
4406,93.894
4406.5,93.155
4407,93.855
4407.5,96.068
4408,97.162
4408.5,97.378
4409,100.535
4409.5,104.298
4410,106.196
4410.5,101.435
4411,94.083
4411.5,90.445
4412,89.871
4412.5,94.458
4413,98.324
4413.5,100.482
4414,101.559
4414.5,102.431
4415,101.643
4415.5,100.039
4416,99.568
4416.5,99.41
4417,101.915
4417.5,103.814
4418,104.979
4418.5,105.561
4419,105.559
4419.5,104.705
4420,102.074
4420.5,99.389
4421,97.36
4421.5,97.053
4422,98.714
4422.5,100.421
4423,99.65
4423.5,96.861
4424,92.669
4424.5,89.67
4425,90.75
4425.5,94.622
4426,96.806
4426.5,96.975
4427,97.243
4427.5,99.094
4428,101.321
4428.5,101.951
4429,101.372
4429.5,100.949
4430,100.185
4430.5,97.11
4431,95.635
4431.5,98.379
4432,104.587
4432.5,108.29
4433,107.276
4433.5,105.961
4434,104.617
4434.5,105.184
4435,107.357
4435.5,107.776
4436,104.85
4436.5,102.628
4437,102.304
4437.5,102.114
4438,98.56
4438.5,90.55
4439,85.096
4439.5,85.897
4440,92.576
4440.5,102.863
4441,106.245
4441.5,107.671
4442,104.443
4442.5,100.695
4443,97.965
4443.5,96.659
4444,98.351
4444.5,104.458
4445,107.084
4445.5,106.818
4446,106.621
4446.5,106.642
4447,106.546
4447.5,104.543
4448,101.533
4448.5,100.805
4449,101.862
4449.5,101.508
4450,98.781
4450.5,96.29
4451,95.635
4451.5,96.776
4452,96.933
4452.5,96.079
4453,93.619
4453.5,92.232
4454,94.083
4454.5,95.149
4455,94.51
4455.5,92.906
4456,93.049
4456.5,94.239
4457,94.616
4457.5,94.399
4458,95.491
4458.5,102.029
4459,109.147
4459.5,112.966
4460,116.398
4460.5,119.61
4461,121.736
4461.5,124.652
4462,131.43
4462.5,136.959
4463,134.745
4463.5,116.994
4464,99.884
4464.5,86.515
4465,85.128
4465.5,84.302
4466,83.859
4466.5,83.243
4467,80.682
4467.5,77.591
4468,75.603
4468.5,76.202
4469,78.517
4469.5,81.127
4470,84.811
4470.5,89.248
4471,91.562
4471.5,89.524
4472,84.017
4472.5,79.608
4473,76.289
4473.5,74.776
4474,71.904
4474.5,70.09
4475,70.68
4475.5,76.277
4476,79.45
4476.5,74.803
4477,65.497
4477.5,48.829
4478,42.878
4478.5,42.542
4479,48.1
4479.5,55.593
4480,60.875
4480.5,63.219
4481,60.982
4481.5,58.209
4482,57.116
4482.5,60.39
4483,63.611
4483.5,67.614
4484,69.874
4484.5,71.404
4485,72.918
4485.5,73.902
4486,74.348
4486.5,74.467
4487,71.884
4487.5,63.302
4488,50.069
4488.5,36.369
4489,29.124
4489.5,26.931
4490,28.569
4490.5,31.394
4491,33.405
4491.5,33.153
4492,29.672
4492.5,27.807
4493,27.571
4493.5,27.703
4494,28.161
4494.5,30.631
4495,38.923
4495.5,58.731
4496,76.712
4496.5,88.349
4497,94.202
4497.5,94.004
4498,93.385
4498.5,94.071
4499,94.667
4499.5,94.423
4500,90.138
4500.5,89.255
4501,88.751
4501.5,88.257
4502,88.255
4502.5,87.917
4503,82.623
4503.5,77.977
4504,77.409
4504.5,77.146
4505,77.571
4505.5,79.65
4506,82.548
4506.5,85.438
4507,86.68
4507.5,86.638
4508,85.595
4508.5,87.157
4509,90.888
4509.5,94.871
4510,93.929
4510.5,90.283
4511,86.896
4511.5,84.718
4512,83.312
4512.5,82.754
4513,83.005
4513.5,83.469
4514,85.168
4514.5,88.172
4515,92.509
4515.5,95.078
4516,96.134
4516.5,96.233
4517,96.01
4517.5,94.23
4518,89.986
4518.5,86.626
4519,87.582
4519.5,90.128
4520,96.837
4520.5,95.947
4521,89.949
4521.5,83.472
4522,81.308
4522.5,84.047
4523,89.721
4523.5,92.764
4524,93.033
4524.5,89.791
4525,86.941
4525.5,86.135
4526,86.388
4526.5,87.953
4527,88.774
4527.5,88.936
4528,89.508
4528.5,93.538
4529,94.707
4529.5,94.738
4530,93.677
4530.5,92.476
4531,93.355
4531.5,95.21
4532,95.223
4532.5,94.41
4533,93.123
4533.5,92.392
4534,91.751
4534.5,91.399
4535,91.519
4535.5,92.369
4536,93.032
4536.5,93.032
4537,91.279
4537.5,88.998
4538,86.147
4538.5,83.296
4539,79.405
4539.5,76.862
4540,80.026
4540.5,86.091
4541,87.68
4541.5,84.524
4542,79.45
4542.5,77.519
4543,79.953
4543.5,84.103
4544,87.591
4544.5,89.607
4545,85.363
4545.5,80.302
4546,79.792
4546.5,82.051
4547,86.807
4547.5,87.905
4548,85.941
4548.5,81.904
4549,81.907
4549.5,82.727
4550,84.944
4550.5,87.228
4551,86.175
4551.5,83.239
4552,81.559
4552.5,82.404
4553,83.518
4553.5,83.667
4554,83.591
4554.5,83.897
4555,84.43
4555.5,86.89
4556,90.042
4556.5,90.074
4557,87.4
4557.5,84.455
4558,84.238
4558.5,86.604
4559,85.829
4559.5,83.123
4560,82.6
4560.5,84.607
4561,89.338
4561.5,94.464
4562,95.848
4562.5,96.096
4563,94.597
4563.5,91.184
4564,88.146
4564.5,84.923
4565,83.312
4565.5,84.337
4566,86.949
4566.5,85.932
4567,84.612
4567.5,85.591
4568,89.927
4568.5,91.466
4569,90.038
4569.5,88.49
4570,87.675
4570.5,88.048
4571,89.2
4571.5,90.981
4572,91.691
4572.5,91.351
4573,90.355
4573.5,89.323
4574,85.907
4574.5,84.295
4575,84.073
4575.5,85.045
4576,86.807
4576.5,86.597
4577,84.724
4577.5,82.912
4578,81.676
4578.5,82.424
4579,84.166
4579.5,86.907
4580,86.165
4580.5,84.8
4581,84.119
4581.5,84.09
4582,84.576
4582.5,85.542
4583,86.274
4583.5,87.618
4584,88.97
4584.5,88.522
4585,86.081
4585.5,82.77
4586,82.311
4586.5,82.866
4587,84.972
4587.5,88.791
4588,91.007
4588.5,89.277
4589,87.458
4589.5,87.181
4590,89.19
4590.5,91.294
4591,89.711
4591.5,85.168
4592,80.971
4592.5,77.774
4593,78.89
4593.5,82.729
4594,86.348
4594.5,88.187
4595,85.615
4595.5,82.388
4596,82.083
4596.5,83.547
4597,84.474
4597.5,82.27
4598,79.482
4598.5,79.342
4599,84.428
4599.5,90.698
4600,96.32
4600.5,101.501
4601,102.935
4601.5,101.606
4602,99.078
4602.5,97.256
4603,97.46
4603.5,97.982
4604,98.537
4604.5,99.206
4605,99.375
4605.5,97.134
4606,93.301
4606.5,91.678
4607,93.3
4607.5,95.884
4608,96.428
4608.5,94.199
4609,93.744
4609.5,94.302
4610,95.705
4610.5,96.971
4611,98.843
4611.5,101.425
4612,103.552
4612.5,105.559
4613,106.954
4613.5,109.735
4614,113.66
4614.5,114.957
4615,114.676
4615.5,112.853
4616,111.784
4616.5,111.104
4617,110.922
4617.5,110.64
4618,108.845
4618.5,103.041
4619,93.273
